Номер постамата|Дата ввода в эксплуатацию|Адрес постамата|Режим работы|Аренда
PS4732|2021-01-21 00:00:00|Оренбургская область,город Новотроицк, поселок Новорудный,улица Комсомольская, дом 1|ПН-ВС - выходной|НЕТ
PS4821|2021-01-21 00:00:00|Республика Мордовия,город Саранск,улица Сущинского, дом 24А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS4830|2021-01-21 00:00:00|Приморский край,город Фокино,улица Клубная, дом 15|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS4833|2021-01-21 00:00:00|Приморский край,город Дальнегорск,улица Горького, дом 41|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS4850|2021-01-21 00:00:00|Ростовская область, Чертковский район , село Ольховчик,улица Молодежная, зд 33|ПН-ЧТ 08:00-15:30, ПТ-ВС выходной|НЕТ
PS5023|2021-01-21 00:00:00|Липецкая область, Лев-Толстовский район , село Первомайское,улица Центральная, дом 35|ПН-ВС - выходной|НЕТ
PS5038|2021-01-21 00:00:00|Оренбургская область,город Медногорск,улица Советская, дом 30|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS5065|2021-01-21 00:00:00|Ростовская область, Целинский район , село Лопанка,улица Красная, дом 15 строение 15|ПН-ВТ выходной, СР-ЧТ 09:00-17:00, ПТ 09:00-16:45, СБ-ВС выходной|НЕТ
PS5067|2021-01-21 00:00:00|Ростовская область, Егорлыкский район , хутор Мирный,улица Почтовая, зд 23|ПН 08:15-15:00, ВТ выходной, СР 08:15-15:00, ЧТ выходной, ПТ 08:15-15:00, СБ-ВС выходной|НЕТ
PS5069|2021-01-21 00:00:00|Ростовская область,город Каменск-Шахтинский, Коммунистический пер, дом 82|ПН-ПТ 08:30-17:30, СБ-ВС выходной|НЕТ
PS5170|2021-01-21 00:00:00|Воронежская область, Таловский район , поселок 2-го участка институтаимени Докучаева, 5-й кв-л, зд 83|ПН-ВС - выходной|НЕТ
PS5174|2021-01-21 00:00:00|Воронежская область, Грибановский район , село Верхний Карачан,улица Набережная, дом 1|ПН-ВТ 09:00-16:00, СР выходной, ЧТ-ПТ 09:00-16:00, СБ-ВС выходной|НЕТ
PS5189|2021-01-21 00:00:00|Республика Башкортостан,город Уфа, Кировский район ,улица Пушкина, дом 43|ПН-ВС 09:00-21:00|НЕТ
PS1948|2021-01-22 00:00:00|Московская область,город Можайск,рабочий поселок Уваровка, Привокзальная пл, дом 8|ПН выходной, ВТ-ПТ 09:00-18:00, СБ 09:00-14:30, ВС выходной|НЕТ
PS2450|2021-01-22 00:00:00|Рязанская область, Ряжский район ,город Ряжск, Советская пл, дом 15|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2917|2021-01-22 00:00:00|г Москва, Таганский район ,улица Большая Андроньевская, дом 8|ПН-ПТ 09:00-19:30, СБ 10:00-14:30, ВС выходной|НЕТ
PS3239|2021-01-22 00:00:00|Ростовская область, Сальский район ,город Сальск,улица Ленина, дом 104|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS3300|2021-01-22 00:00:00|Республика Калмыкия, Приютненский район , село Приютное,улица Пионерская, дом 77|ПН-ЧТ 08:30-16:45, ПТ 08:30-16:30, СБ-ВС выходной|НЕТ
PS3649|2021-01-22 00:00:00|Краснодарский край, Щербиновский район , станица Новощербиновская,улица Калинина, дом 83|ПН-ЧТ 08:00-15:45, ПТ-ВС выходной|НЕТ
PS3702|2021-01-22 00:00:00|Саратовская область, Балашовский район , село Родничок,улица Первомайская, дом 33|ПН-ВС - выходной|НЕТ
PS4146|2021-01-22 00:00:00|Ленинградская область, Лужский район , деревня Заклинье (Заклинское с/п),улица Новая, дом 24|ПН выходной, ВТ-ПТ 08:30-17:00, СБ 09:00-14:15, ВС выходной|НЕТ
PS4206|2021-01-22 00:00:00|Республика Марий Эл, Советский район , деревня Михайловка,улица Дружбы, дом 12|ПН-СР 08:30-15:30, ЧТ выходной, ПТ 08:30-12:45, СБ-ВС выходной|НЕТ
PS4796|2021-01-22 00:00:00|Оренбургская область, Асекеевский район , ж/д_ст Заглядино,улица Партизанская, дом 5А|ПН-ВТ 09:00-13:30, СР выходной, ЧТ 09:00-13:30, ПТ 08:45-13:30, СБ-ВС выходной|НЕТ
PS5074|2021-01-22 00:00:00|Саратовская область, поселок Светлый,улица Кузнецова, дом 1|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS5129|2021-01-22 00:00:00|Оренбургская область,город Сорочинск,улица Карла Маркса, дом 340|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS5130|2021-01-22 00:00:00|Оренбургская область,город Сорочинск, Парковый проспект , влд 13А строение 1|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS5157|2021-01-22 00:00:00|Ростовская область, Азовский район , село Займо-Обрыв,улица Димитрова, дом 22Г|ПН выходной, ВТ-ПТ 08:00-15:30, СБ-ВС выходной|НЕТ
PS5158|2021-01-22 00:00:00|Ростовская область, Веселовский район , поселок Веселый, Комсомольский пер, дом 56|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS5165|2021-01-22 00:00:00|Ростовская область, Азовский район , село Александровка,улица Советская, дом 41|ПН-СР 08:00-15:15, ЧТ выходной, ПТ 08:00-15:15, СБ-ВС выходной|НЕТ
PS5171|2021-01-22 00:00:00|Воронежская область, Грибановский район , село Листопадовка,улица Пионерская, дом 12|ПН выходной, ВТ 09:00-15:15, СР выходной, ЧТ-ПТ 09:00-15:15, СБ-ВС выходной|НЕТ
PS5173|2021-01-22 00:00:00|Воронежская область, Хохольский район , поселок Орловка,улица Центральная, дом 16|ПН-СР 08:00-17:15, ЧТ выходной, ПТ 08:00-17:15, СБ-ВС выходной|НЕТ
PS5177|2021-01-22 00:00:00|Ростовская область,город Батайск,улица Кирова, дом 34|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS5185|2021-01-22 00:00:00|Оренбургская область, Переволоцкий район , поселок Переволоцкий,улица Ленинская, дом 115А|ПН-ПТ 09:00-17:15, СБ-ВС выходной|НЕТ
PS5190|2021-01-22 00:00:00|Республика Башкортостан,город Нефтекамск,улица Карла Маркса, дом 11|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ
PS5203|2021-01-22 00:00:00|Республика Татарстан, Верхнеуслонский район ,город Иннополис,улица Университетская, дом 7|ПН-ПТ 08:45-17:45, СБ-ВС выходной|НЕТ
PS4328|2021-01-23 00:00:00|Ивановская область, Вичугский район , поселок Старая Вичуга,улица Советская, дом 7|ПН-ПТ 08:30-17:15, СБ-ВС выходной|НЕТ
PS4419|2021-01-23 00:00:00|Ивановская область, Заволжский район , село Заречный,улица Фабричная, дом 10|ПН выходной, ВТ 09:00-15:45, СР выходной, ЧТ-ПТ 09:00-15:45, СБ-ВС выходной|НЕТ
PS5195|2021-01-23 00:00:00|Оренбургская область, Оренбургский район , поселок Первомайский,улица Воронова, дом 7|ПН выходной, ВТ-СБ 09:00-12:50, ВС выходной|НЕТ
PS5187|2021-01-24 00:00:00|Республика Башкортостан,город Уфа,улица Академика Королева, дом 14|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS4250|2021-01-25 00:00:00|Приморский край, Михайловский район , село Ивановка,улица Почтовая, зд 39|ПН-ПТ 09:00-16:45, СБ-ВС выходной|НЕТ
PS4432|2021-01-25 00:00:00|Ставропольский край, Красногвардейский район , село Привольное,улица Ленинская, дом 3|ПН-ПТ 09:00-16:45, СБ-ВС выходной|НЕТ
PS4692|2021-01-25 00:00:00|Волгоградская область,город Волгоград, Красноармейский район ,улица 40 лет ВЛКСМ, дом 25|ПН-ПТ 08:00-18:00, СБ 08:30-12:30, ВС выходной|НЕТ
PS4868|2021-01-25 00:00:00|Орловская область,город Мценск,улица Машиностроителей, дом 2|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS5078|2021-01-25 00:00:00|Липецкая область, Тербунский район , село Тербуны,улица Октябрьская, дом 45|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
