Номер ВСП/ПВЗ|Дата открытия ВСП/ПВЗ|Адрес ВСП/ПВЗ|Режим работы ВСП/ПВЗ|Точность|Широта|Долгота
9040/00911|2021-02-01 14:11:48|Московская область,город Красногорск,улица Ленина, дом 63|ПН-ПТ 10:00-19:00, СБ 10:00-14:00, ВС выходной|95.92|55.83656998623002|37.29548998982435
9040/00912|2021-05-05 09:52:09|Московская область,город Красногорск,улица Речная, дом 6|ПН-ПТ 09:30-18:30, СБ-ВС выходной|95.83|55.82297001305176|37.33857003848001
9040/00919|2021-08-31 16:47:42|Московская область,город Красногорск,улица Ленина, дом 21|ПН-ПТ 09:00-19:30, СБ 09:00-17:30, ВС выходной|95.92|55.82688000324504|37.31285997541289
9040/00923|2021-05-12 12:42:15|Московская область,город Красногорск,улицаимени Зверева, дом 6А|ПН-ПТ 10:00-19:00, СБ 10:00-16:00, ВС выходной|87.89|55.82253000504454|37.36412998166128
9040/01100|2021-05-12 12:42:15|Московская область,город Луховицы,улица Пушкина, дом 145|ПН-ПТ 09:00-18:30, СБ 09:00-13:30, ВС выходной|95.83|54.95247001524663|39.01909996709745
9040/01110|2021-03-03 11:41:54|Московская область,город Луховицы,улица Жуковского, дом 22Б|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.08|54.94599000781122|39.02986995830659
9040/01114|2021-02-24 17:08:49|Московская область,город Луховицы,улица Жуковского, дом 3/42|ПН-ПТ 09:00-18:00, СБ-ВС выходной|94.51|54.95034000601169|39.02208995959819
9040/01201|2021-06-21 15:42:23|Московская область,город Люберцы,улица Комсомольская, дом 15А|ПН-ПТ 09:00-19:00, СБ 09:30-16:30, ВС выходной|96.23|55.67715000159905|37.88216001255537
9040/01203|2021-05-12 12:42:13|Московская область,город Котельники, мкр Южный, дом 8|ПН-ПТ 10:00-19:00, СБ-ВС выходной|95.45|55.64672997949958|37.86011996579361
9040/01207|2021-05-12 12:42:13|Московская область,город Люберцы,улица Инициативная, дом 7Б|ПН-ПТ 09:30-18:30, СБ 10:00-15:30, ВС выходной|96.08|55.6861100046365|37.89876003651821
